Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Day,WeekOfYear,SP500_Close,Temp_Fuel,CPI_Unemployment,Temp_Day,Sales_Lag1,Sales_Lag2,Sales_MA_4,Sales_MA_12
1,1540163.53,0,81.21,2.577,211.5312479,7.787,2010,9,3,35,1104.510009765625,209.27817,1647.1938273973,243.63,1449142.92,1513080.49,1502656.175,1482216.265
1,1507460.69,1,78.69,2.565,211.4951902,7.787,2010,9,10,36,1109.550048828125,201.83985,1646.9130460874,786.9,1540163.53,1449142.92,1502461.9074999995,1482564.3175
1,1430378.67,0,82.11,2.582,211.5224596,7.787,2010,9,17,37,1125.5899658203125,212.00802,1647.1253929052,1395.87,1507460.69,1540163.53,1481786.4525,1483203.24
1,1351791.03,0,80.94,2.624,211.5972246,7.787,2010,9,24,38,1148.6700439453125,212.38656,1647.7075879602,1942.56,1430378.67,1507460.69,1457448.48,1471484.3141666667
1,1453329.5,0,71.89,2.603,211.6719895,7.838,2010,10,1,39,1146.239990234375,187.12967,1659.085053701,71.89,1351791.03,1430378.67,1435739.9725,1463755.590833333
1,1508239.93,0,63.93,2.633,211.7467544,7.838,2010,10,8,40,1165.1500244140625,168.32769,1659.6710609872,511.44,1453329.5,1351791.03,1435934.7824999995,1468697.3416666668
1,1459409.1,0,67.18,2.72,211.8137436,7.838,2010,10,15,41,1176.18994140625,182.72960000000003,1660.1961223368,1007.7,1508239.93,1453329.5,1443192.39,1474892.6666666667
1,1345454.0,0,69.86,2.725,211.8612937,7.838,2010,10,22,42,1183.0799560546875,190.3685,1660.5688200206,1536.92,1459409.1,1508239.93,1441608.1325,1472681.6166666665
1,1384209.22,0,69.64,2.716,211.9088438,7.838,2010,10,29,43,1183.260009765625,189.14224,1660.9415177044,2019.56,1345454.0,1459409.1,1424328.0625,1454241.403333333
1,1551659.28,0,58.74,2.689,211.9563939,7.838,2010,11,5,44,1225.8499755859375,157.95186,1661.3142153882,293.7,1384209.22,1345454.0,1435182.9,1457859.8633333333
1,1494479.49,0,59.61,2.728,212.003944,7.838,2010,11,12,45,1199.2099609375,162.61608,1661.686913072,715.3199999999999,1551659.28,1384209.22,1443950.4975,1456309.78
1,1483784.18,0,51.41,2.771,211.8896737,7.838,2010,11,19,46,1199.72998046875,142.45710999999997,1660.7912624606,976.79,1494479.49,1551659.28,1478533.0425,1459196.5516666668
1,1955624.11,1,64.52,2.735,211.7484333,7.838,2010,11,26,47,1189.4000244140625,176.46219999999997,1659.6842202054,1677.52,1483784.18,1494479.49,1621386.765,1493818.2666666666
1,1548033.78,0,49.27,2.708,211.607193,7.838,2010,12,3,48,1224.7099609375,133.42316000000002,1658.577178734,147.81,1955624.11,1483784.18,1620480.39,1497199.3575
1,1682614.26,0,46.33,2.843,211.4659526,7.838,2010,12,10,49,1240.4000244140625,131.71618999999998,1657.4701364788,463.3,1548033.78,1955624.11,1667514.0825,1518218.99
1,1891034.93,0,49.84,2.869,211.4053124,7.838,2010,12,17,50,1243.9100341796875,142.99096000000003,1656.9948385912,847.2800000000001,1682614.26,1548033.78,1769326.77,1563155.9816666665
1,2387950.2,0,52.33,2.886,211.4051222,7.838,2010,12,24,51,1256.77001953125,151.02438,1656.9933478036,1255.92,1891034.93,1682614.26,1877408.2925,1641041.0399999998
1,1367320.01,1,48.43,2.943,211.4049321,7.838,2010,12,31,52,1257.6400146484375,142.52949,1656.9918577998,1501.33,2387950.2,1891034.93,1832229.85,1629297.7133333331
1,1444732.28,0,48.27,2.976,211.4047419,7.742,2011,1,7,1,1271.5,143.65152,1636.6955117898,337.89000000000004,1367320.01,2387950.2,1772759.355,1628074.6450000005
1,1391013.96,0,35.4,2.983,211.4574109,7.742,2011,1,14,2,1293.239990234375,105.5982,1637.1032751878,495.6,1444732.28,1367320.01,1647754.1125000005,1631871.3083333336
1,1327405.42,0,44.04,3.016,211.8272343,7.742,2011,1,21,3,1283.3499755859375,132.82464,1639.9664479505998,924.84,1391013.96,1444732.28,1382617.9175,1627137.6583333332
1,1316899.31,0,43.83,3.01,212.1970577,7.742,2011,1,28,4,1276.3399658203125,131.92829999999998,1642.8296207134,1227.24,1327405.42,1391013.96,1370012.7425,1607574.3275
1,1606629.58,0,42.27,2.989,212.5668812,7.742,2011,2,4,5,1310.8699951171875,126.34503,1645.6927942504,169.08,1316899.31,1327405.42,1410487.0675,1616920.1683333332
1,1649614.93,1,36.39,3.022,212.9367046,7.742,2011,2,11,6,1329.1500244140625,109.97058,1648.5559670132002,400.29,1606629.58,1316899.31,1475137.31,1630739.3975
1,1686842.78,0,57.36,3.045,213.2478853,7.742,2011,2,18,7,1343.010009765625,174.6612,1650.9651279926,1032.48,1649614.93,1606629.58,1564996.65,1608340.9533333334
1,1456800.28,0,62.9,3.065,213.535609,7.742,2011,2,25,8,1319.8800048828125,192.7885,1653.192684878,1572.5,1686842.78,1649614.93,1599971.8924999998,1600738.1616666664
1,1636263.41,0,59.58,3.288,213.8233327,7.742,2011,3,4,9,1321.1500244140625,195.89904,1655.4202417634,238.32,1456800.28,1686842.78,1607380.35,1596875.590833333
1,1553191.63,0,53.56,3.459,214.1110564,7.742,2011,3,11,10,1304.280029296875,185.26404,1657.6477986488,589.1600000000001,1636263.41,1456800.28,1583274.525,1568721.9825
1,1576818.06,0,62.76,3.488,214.3627114,7.742,2011,3,18,11,1279.2099609375,218.90688,1659.5961116588,1129.68,1553191.63,1636263.41,1555768.3450000002,1501127.6375
1,1541102.38,0,69.97,3.473,214.5999389,7.742,2011,3,25,12,1313.800048828125,243.00581,1661.4327269638002,1749.25,1576818.06,1553191.63,1576843.87,1515609.5016666667
1,1495064.75,0,59.17,3.524,214.8371664,7.682,2011,4,1,13,1332.4100341796875,208.51508,1650.3791122848002,59.17,1541102.38,1576818.06,1541544.205,1519803.8741666663
1,1614259.35,0,67.84,3.622,215.0743939,7.682,2011,4,8,14,1328.1700439453125,245.71648,1652.2014939398,542.72,1495064.75,1541102.38,1556811.135,1538407.656666667
1,1559889.0,0,71.27,3.743,215.2918561,7.682,2011,4,15,15,1319.6800537109375,266.76361,1653.8720385602,1069.05,1614259.35,1495064.75,1552578.87,1557781.288333333
1,1564819.81,0,72.99,3.807,215.4599053,7.682,2011,4,22,16,1337.3800048828125,277.87293,1655.1629925146,1605.78,1559889.0,1614259.35,1558508.2275,1578441.33
1,1455090.69,0,72.03,3.81,215.6279544,7.682,2011,4,29,17,1363.6099853515625,274.4343,1656.4539457008,2088.87,1564819.81,1559889.0,1548514.7125,1565813.0891666666
1,1629391.28,0,64.61,3.906,215.7960035,7.682,2011,5,6,18,1340.199951171875,252.36666,1657.744898887,387.66,1455090.69,1564819.81,1552297.695,1564127.785
1,1604775.58,0,75.64,3.899,215.9640526,7.682,2011,5,13,19,1337.77001953125,294.92036,1659.0358520732002,983.32,1629391.28,1455090.69,1563519.34,1557288.8516666666
1,1428218.27,0,67.63,3.907,215.7339202,7.682,2011,5,20,20,1333.27001953125,264.23041,1657.2679749764002,1352.6,1604775.58,1629391.28,1529368.955,1554907.0175
1,1466046.67,0,77.72,3.786,215.5037878,7.682,2011,5,27,21,1331.0999755859375,294.24792,1655.5000978796002,2098.44,1428218.27,1604775.58,1532107.95,1540722.2891666668
1,1635078.41,0,83.0,3.699,215.2736553,7.682,2011,6,3,22,1300.1600341796875,307.017,1653.7322200146,249.0,1466046.67,1428218.27,1533529.7325,1547546.1875
1,1588948.32,0,83.13,3.648,215.0435229,7.682,2011,6,10,23,1270.97998046875,303.25824,1651.9643429178,831.3,1635078.41,1466046.67,1529572.9175,1548557.0424999995
1,1532114.86,0,86.41,3.637,214.9980596,7.682,2011,6,17,24,1271.5,314.27317,1651.6150938472,1468.97,1588948.32,1635078.41,1555547.065,1547808.0825000005
1,1438830.15,0,83.58,3.594,215.0910982,7.682,2011,6,24,25,1268.449951171875,300.38652,1652.3298163724,2005.92,1532114.86,1588948.32,1548742.935,1543121.8658333337
1,1488538.09,0,85.55,3.524,215.1841368,7.962,2011,7,1,26,1339.6700439453125,301.4782,1713.2960972016,85.55,1438830.15,1532114.86,1512107.855,1532645.0941666665
1,1534849.64,0,85.83,3.48,215.2771754,7.962,2011,7,8,27,1343.800048828125,298.6884,1714.0368705348,686.64,1488538.09,1438830.15,1498583.185,1530558.4808333332
1,1455119.97,0,88.54,3.575,215.3611087,7.962,2011,7,15,28,1316.1400146484375,316.5305,1714.7051474694,1328.1,1534849.64,1488538.09,1479334.4625,1521416.8275
1,1396926.82,0,85.77,3.651,215.4222784,7.962,2011,7,22,29,1345.02001953125,313.14627,1715.1921806208,1886.94,1455119.97,1534849.64,1468858.63,1516569.8383333331
1,1352219.79,0,86.83,3.682,215.4834482,7.962,2011,7,29,30,1292.280029296875,319.70806,1715.6792145684,2518.07,1396926.82,1455119.97,1434779.0550000002,1493472.2141666666
1,1624383.75,0,91.65,3.684,215.544618,7.962,2011,8,5,31,1199.3800048828125,337.63860000000005,1716.166248516,458.25,1352219.79,1396926.82,1457162.5825,1495106.2283333333
1,1525147.09,0,90.76,3.638,215.6057878,7.962,2011,8,12,32,1178.81005859375,330.18488,1716.6532824636,1089.12,1624383.75,1352219.79,1474669.3625,1503183.63
1,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,8,19,33,1123.530029296875,319.64676,1717.1590517934,1708.86,1525147.09,1624383.75,1508128.015,1508576.5266666666
1,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,8,26,34,1176.800048828125,309.88308,1717.6679438196002,2286.96,1530761.43,1525147.09,1536246.4325,1494377.7808333335
1,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,9,2,35,1173.969970703125,310.30339,1718.1768358457998,175.66,1464693.46,1530761.43,1517707.8,1491151.1891666667
1,1540471.24,1,76.0,3.546,215.861056,7.962,2011,9,9,36,1154.22998046875,269.496,1718.685727872,684.0,1550229.22,1464693.46,1521538.8375,1491847.5541666665
1,1514259.78,0,79.94,3.526,216.0410526,7.962,2011,9,16,37,1216.010009765625,281.86844,1720.1188608011998,1279.04,1540471.24,1550229.22,1517413.425,1498133.3566666667
1,1380020.27,0,75.8,3.467,216.3758246,7.962,2011,9,23,38,1136.4300537109375,262.7986,1722.7843154651998,1743.4,1514259.78,1540471.24,1496245.1275,1489090.205
1,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,9,30,39,1131.4200439453125,267.35995,1725.449769333,2390.7,1380020.27,1514259.78,1457328.28,1477399.5541666665
1,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,10,7,40,1155.4599609375,227.68335,1707.2788678344,485.17,1394561.83,1380020.27,1479957.9575,1492055.3858333337
1,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,10,14,41,1224.5799560546875,234.87676,1709.7165797777998,1004.36,1630989.95,1394561.83,1474774.495,1500105.3116666668
1,1502562.78,0,63.71,3.353,217.5159762,7.866,2011,10,21,42,1238.25,213.61963000000003,1710.9806687892,1337.91,1493525.93,1630989.95,1505410.1225,1512633.8941666668
1,1445249.09,0,66.57,3.372,217.6766791,7.866,2011,10,28,43,1285.0899658203125,224.47404,1712.2447578006,1863.96,1502562.78,1493525.93,1518081.9375,1497706.0058333334
1,1697229.58,0,54.98,3.332,217.837382,7.866,2011,11,4,44,1253.22998046875,183.19336,1713.5088468119998,219.92,1445249.09,1502562.78,1534641.845,1512046.2133333331
1,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,11,11,45,1263.8499755859375,194.88567,1714.7729358234,650.21,1697229.58,1445249.09,1559995.085,1517394.335
1,1539483.7,0,62.25,3.308,218.2205088,7.866,2011,11,18,46,1215.6500244140625,205.923,1716.5225222208,1120.5,1594938.89,1697229.58,1569225.315,1523626.8549999995
1,2033320.66,1,60.14,3.236,218.4676211,7.866,2011,11,25,47,1158.6700439453125,194.61304,1718.4663075726,1503.5,1539483.7,1594938.89,1716243.2075,1563884.475
1,1584083.95,0,48.91,3.172,218.7147333,7.866,2011,12,2,48,1244.280029296875,155.14252,1720.4100921378,97.82,2033320.66,1539483.7,1687956.8,1567518.8675
1,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,12,9,49,1255.18994140625,138.73094,1722.3538774896,395.37,1584083.95,2033320.66,1739142.6725,1591304.0841666667
1,1881176.67,0,51.63,3.159,219.1794533,7.866,2011,12,16,50,1219.6600341796875,163.09917,1724.0655796578,826.08,1799682.38,1584083.95,1824565.915,1633067.1175
1,2270188.99,0,47.96,3.112,219.3577216,7.866,2011,12,23,51,1265.3299560546875,149.25152,1725.4678381056,1103.08,1881176.67,1799682.38,1883782.9975,1706036.0475
1,1497462.72,1,44.55,3.129,219.5359898,7.866,2011,12,30,52,1257.5999755859375,139.39695,1726.8700957668,1336.5,2270188.99,1881176.67,1862127.69,1694908.778333333
1,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,1,6,1,1277.81005859375,154.72457,1614.4603685188,294.06,1497462.72,2270188.99,1799799.575,1699645.7775
1,1459601.17,0,48.53,3.261,219.8925263,7.348,2012,1,13,2,1289.0899658203125,158.25633000000002,1615.7702832523998,630.89,1550369.92,1497462.72,1694405.7,1696065.6433333333
1,1394393.84,0,54.11,3.268,219.9856893,7.348,2012,1,20,3,1315.3800048828125,176.83148,1616.4548449764,1082.2,1459601.17,1550369.92,1475456.9125,1691827.7058333333
1,1319325.59,0,54.26,3.29,220.0788523,7.348,2012,1,27,4,1316.3299560546875,178.5154,1617.1394067003998,1465.02,1394393.84,1459601.17,1430922.63,1660335.7066666668
1,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,2,3,5,1344.9000244140625,190.008,1617.8239684244,169.64999999999998,1319325.59,1394393.84,1452415.0625,1663785.7700000005
1,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,2,10,6,1342.6400146484375,163.70018,1618.5085301484,480.2000000000001,1636339.65,1319325.59,1538134.1275,1685701.9141666668
1,1819870.0,0,45.32,3.51,220.4257586,7.348,2012,2,17,7,1361.22998046875,159.0732,1619.6884741928,770.44,1802477.43,1636339.65,1644503.1675,1667914.3591666669
1,1539387.83,0,57.25,3.555,220.636902,7.348,2012,2,24,8,1365.739990234375,203.52375,1621.239955896,1374.0,1819870.0,1802477.43,1699518.7275,1664189.6825
1,1688420.76,0,60.96,3.63,220.8480454,7.348,2012,3,2,9,1369.6300048828125,221.2848,1622.7914375992,121.92,1539387.83,1819870.0,1712539.005,1654917.8808333334
1,1675431.16,0,58.76,3.669,221.0591887,7.348,2012,3,9,10,1370.8699951171875,215.59044,1624.3429185676,528.84,1688420.76,1539387.83,1680777.4375,1637772.4216666669
1,1677472.78,0,64.74,3.734,221.2118132,7.348,2012,3,16,11,1404.1700439453125,241.73916,1625.4644033936,1035.84,1675431.16,1688420.76,1645178.1324999998,1588379.4041666666
1,1511068.07,0,65.93,3.787,221.2864126,7.348,2012,3,23,12,1397.1099853515625,249.67691,1626.0125597848,1516.39,1677472.78,1675431.16,1638098.1925,1589513.183333333
1,1649604.63,0,67.61,3.845,221.3610119,7.348,2012,3,30,13,1408.469970703125,259.96045000000004,1626.5607154411998,2028.3,1511068.07,1677472.78,1628394.16,1597782.7424999997
1,1899676.88,0,70.43,3.891,221.4356112,7.143,2012,4,6,14,1398.0799560546875,274.04313,1581.7145708016,422.58,1649604.63,1511068.07,1684455.59,1634455.7183333335
1,1621031.7,0,69.07,3.891,221.5102105,7.143,2012,4,13,15,1370.260009765625,268.75136999999995,1582.2474336015,897.9099999999999,1899676.88,1649604.63,1670345.32,1653342.2066666668
1,1521577.87,0,66.76,3.877,221.5640737,7.143,2012,4,20,16,1378.530029296875,258.82852,1582.6321784391,1335.2,1621031.7,1899676.88,1672972.77,1670196.5633333337
1,1468928.37,0,67.23,3.814,221.6179368,7.143,2012,4,27,17,1403.3599853515625,256.41522000000003,1583.0169225624,1815.21,1521577.87,1621031.7,1627803.705,1656245.623333333
1,1684519.99,0,75.55,3.749,221.6718,7.143,2012,5,4,18,1369.0999755859375,283.23695,1583.4016674,302.2,1468928.37,1521577.87,1574014.4825,1646415.836666667
1,1611096.05,0,73.77,3.688,221.7256632,7.143,2012,5,11,19,1353.3900146484375,272.06376,1583.7864122376,811.4699999999999,1684519.99,1468928.37,1571530.57,1629018.0075
1,1595901.87,0,70.33,3.63,221.742674,7.143,2012,5,18,20,1295.219970703125,255.2979,1583.907920382,1265.94,1611096.05,1684519.99,1590111.57,1633727.5108333332
1,1555444.55,0,77.22,3.561,221.744944,7.143,2012,5,25,21,1317.8199462890625,274.98042,1583.924134992,1930.5,1595901.87,1611096.05,1611740.615,1622646.16
1,1624477.58,0,77.95,3.501,221.7472139,7.143,2012,6,1,22,1278.0400390625,272.90295,1583.9403488877,77.95,1555444.55,1595901.87,1596730.0125000002,1618400.028333333
1,1697230.96,0,78.3,3.452,221.7494839,7.143,2012,6,8,23,1325.6600341796875,270.2916,1583.9565634977,626.4,1624477.58,1555444.55,1618263.74,1620046.5433333337
1,1630607.0,0,79.35,3.393,221.7626421,7.143,2012,6,15,24,1342.8399658203125,269.23455,1584.0505525203,1190.25,1697230.96,1624477.58,1626940.0225,1630008.1208333336
1,1527845.81,0,78.39,3.346,221.8030211,7.143,2012,6,22,25,1335.02001953125,262.29294,1584.3389797173,1724.58,1630607.0,1697230.96,1620040.3375,1619861.5525
1,1540421.49,0,84.88,3.286,221.8434,7.143,2012,6,29,26,1362.1600341796875,278.91568,1584.6274062,2461.52,1527845.81,1630607.0,1599026.315,1589923.6033333333
1,1769854.16,0,81.57,3.227,221.8837789,6.908,2012,7,6,27,1354.6800537109375,263.22639,1532.7731446412,489.42,1540421.49,1527845.81,1617182.115,1602325.475
1,1527014.04,0,77.12,3.256,221.9241579,6.908,2012,7,13,28,1356.780029296875,251.10272,1533.0520827732005,1002.56,1769854.16,1540421.49,1591283.875,1602778.4891666663
1,1497954.76,0,80.42,3.311,221.9327267,6.908,2012,7,20,29,1362.6600341796875,266.27062,1533.1112760436,1608.4,1527014.04,1769854.16,1583811.1124999998,1605197.3550000002
1,1439123.71,0,82.66,3.407,221.9412954,6.908,2012,7,27,30,1385.969970703125,281.62262,1533.1704686232,2231.82,1497954.76,1527014.04,1558486.6675,1584747.665
1,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,8,3,31,1390.989990234375,294.23787,1533.2296618936002,258.33,1439123.71,1497954.76,1523807.075,1586417.6433333333
1,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,8,10,32,1405.8699951171875,297.1647,1533.2888544732,850.5,1631135.79,1439123.71,1540156.0575,1586126.6516666666
1,1597868.05,0,84.85,3.571,222.0384109,6.908,2012,8,17,33,1418.1600341796875,302.99935,1533.8413424972,1442.4499999999998,1592409.97,1631135.79,1565134.38,1589661.9433333334
1,1494122.38,0,77.66,3.62,222.1719457,6.908,2012,8,24,34,1411.1300048828125,281.1292,1534.7638008956,1863.84,1597868.05,1592409.97,1578884.0475,1578799.0099999998
1,1582083.4,0,80.49,3.638,222.3054805,6.908,2012,8,31,35,1406.5799560546875,292.82262,1535.686259294,2495.19,1494122.38,1597868.05,1566620.95,1569203.38
1,1661767.33,1,83.96,3.73,222.4390153,6.908,2012,9,7,36,1437.9200439453125,313.1708,1536.6087176924,587.7199999999999,1582083.4,1494122.38,1583960.29,1571800.0741666667
1,1517428.87,0,74.97,3.717,222.5820193,6.908,2012,9,14,37,1465.77001953125,278.66349,1537.5965893244002,1049.58,1661767.33,1582083.4,1563850.495,1570931.995833333
1,1506126.06,0,69.87,3.721,222.7818386,6.908,2012,9,21,38,1460.1500244140625,259.98627000000005,1538.9769410488,1467.27,1517428.87,1661767.33,1566851.415,1568074.0433333332
1,1437059.26,0,76.08,3.666,222.9816579,6.908,2012,9,28,39,1440.6700439453125,278.90928,1540.3572927732,2130.24,1506126.06,1517428.87,1530595.38,1540341.135
1,1670785.97,0,68.55,3.617,223.1814772,6.573,2012,10,5,40,1460.9300537109375,247.94535,1466.9718496356,342.75,1437059.26,1506126.06,1532850.04,1552322.1291666664
1,1573072.81,0,62.99,3.601,223.3812965,6.573,2012,10,12,41,1428.5899658203125,226.82699,1468.2852618945,755.88,1670785.97,1437059.26,1546761.025,1558581.9666666668
1,1508068.77,0,67.97,3.594,223.4257233,6.573,2012,10,19,42,1433.18994140625,244.28418,1468.5772792509,1291.43,1573072.81,1670785.97,1547246.7025,1564327.3883333334
1,1493659.74,0,69.16,3.506,223.4442513,6.573,2012,10,26,43,1412.969970703125,242.47496,1468.6990637949,1798.16,1508068.77,1573072.81,1561396.8225,1552871.0508333333
2,2136989.46,0,40.19,2.572,210.7526053,8.324,2010,2,5,5,1066.18994140625,103.36868,1754.3046865172,200.95,1493659.74,1508068.77,1677947.695,1598252.675
2,2137809.5,1,38.49,2.548,210.8979935,8.324,2010,2,12,6,1075.510009765625,98.07252,1755.514897894,461.88,2136989.46,1493659.74,1819131.8675,1643247.7958333334
2,2124451.54,0,39.69,2.514,210.9451605,8.324,2010,2,19,7,1109.1700439453125,99.78065999999998,1755.9075160019995,754.1099999999999,2137809.5,2136989.46,1973227.56,1695775.225833333
2,1865097.27,0,46.1,2.561,210.9759573,8.324,2010,2,26,8,1104.489990234375,118.0621,1756.1638685652,1198.6,2124451.54,2137809.5,2066086.9425,1719359.715
2,1991013.13,0,47.17,2.625,211.0067542,8.324,2010,3,5,9,1138.699951171875,123.82125,1756.4202219607998,235.85,1865097.27,2124451.54,2029592.86,1746796.8650000002
2,1990483.78,0,57.56,2.667,211.037551,8.324,2010,3,12,10,1149.989990234375,153.51252,1756.676574524,690.72,1991013.13,1865097.27,1992761.43,1786218.1075
2,1946070.88,0,54.52,2.72,210.8733316,8.324,2010,3,19,11,1159.9000244140625,148.29440000000002,1755.3096122384,1035.88,1990483.78,1991013.13,1948166.265,1822880.1758333333
2,1750197.81,0,51.26,2.732,210.6766095,8.324,2010,3,26,12,1166.5899658203125,140.04232000000002,1753.672097478,1332.76,1946070.88,1990483.78,1919441.4,1848975.055
2,2066187.72,0,63.27,2.719,210.4798874,8.2,2010,4,2,13,1178.0999755859375,172.03113,1725.9350766799998,126.54,1750197.81,1946070.88,1938235.0475,1881925.2008333327
2,1954689.21,0,65.41,2.77,210.2831653,8.2,2010,4,9,14,1194.3699951171875,181.1857,1724.3219554599998,588.6899999999999,2066187.72,1750197.81,1929286.405,1913726.5675
2,1874957.94,0,68.07,2.808,210.1495463,8.2,2010,4,16,15,1192.1300048828125,191.14056,1723.2262796599998,1089.12,1954689.21,2066187.72,1911508.17,1944300.665
2,1821990.93,0,65.11,2.795,210.1000648,8.2,2010,4,23,16,1217.280029296875,181.98245,1722.82053136,1497.53,1874957.94,1954689.21,1929456.45,1971661.5975
2,1802450.29,0,66.98,2.78,210.0505833,8.2,2010,4,30,17,1186.68994140625,186.2044,1722.4147830599998,2009.4,1821990.93,1874957.94,1863522.0925,1943783.3333333333
2,2042581.71,0,71.28,2.835,210.0011018,8.2,2010,5,7,18,1110.8800048828125,202.0788,1722.0090347599998,498.96,1802450.29,1821990.93,1885495.2175,1935847.6841666668
2,1880752.36,0,73.31,2.854,209.9984585,8.2,2010,5,14,19,1135.6800537109375,209.22674,1721.9873596999998,1026.34,2042581.71,1802450.29,1886943.8225,1915539.4191666667
2,1896937.1,0,74.83,2.826,210.2768443,8.2,2010,5,21,20,1087.68994140625,211.46958,1724.2701232599998,1571.43,1880752.36,2042581.71,1905680.365,1918192.7383333333
2,1957113.89,0,81.13,2.759,210.5552301,8.2,2010,5,28,21,1089.4100341796875,223.83767,1726.5528868199997,2271.64,1896937.1,1880752.36,1944346.265,1915367.8016666663
2,2102539.93,0,81.81,2.705,210.833616,8.2,2010,6,4,22,1064.8800048828125,221.29605,1728.8356511999998,327.24,1957113.89,1896937.1,1959335.82,1924705.814166667
2,2025538.76,0,83.4,2.668,211.1120018,8.2,2010,6,11,23,1091.5999755859375,222.51120000000003,1731.11841476,917.4,2102539.93,1957113.89,1995532.42,1931328.1375
